机审一级标签,策略ID,策略名称,送审原因,POC,日均进审量,日均完审量,日均打标量,打标率,命中原因
偏激社会情绪和涉外言论,10022159174,【自见】天安门/中南海+煽动性歌曲,ZL_tam_shandong_audio_selfsee_review,张发奇,63.714285714285715,63.57142857142857,1.4285714285714286,0.02247191011235955,近7天打标率<10%且进审量>100，纳入观察
领导人,10011265293,【送审】胡温粉丝账号,pentax_fans_hu_wen,宋诗慧,63.285714285714285,62.285714285714285,0.8571428571428571,0.013761467889908258,近7天打标率<10%且进审量>100，纳入观察
国家安全,10008349497,【新】国家分裂主义-宣扬分裂主义-不完整地图,eva_67337_party_gov_nation_element_general_review,杜衡,62.285714285714285,62.142857142857146,4.428571428571429,0.07126436781609195,近7天打标率<10%且进审量>100，纳入观察
领导人,10009749302,【送审】领导人漫画-温家宝,cartoon_leader_wjb,宋诗慧,62.42857142857143,62.142857142857146,1.7142857142857142,0.027586206896551724,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190109,gov_B出现国内国外领导人脸,gov_B_leader_faces,宋诗慧,60.285714285714285,60.142857142857146,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
国家安全,10034071913,识别_宣扬分裂主义敏感人物人脸通用PE,eva_84713_mechanism_insult_general_redivist_fusion_review,杜衡,59.142857142857146,59.857142857142854,3.5714285714285716,0.059665871121718374,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031813964,识别_传播易关联LS内容_合数,model_llm_cbygllsnr_hs_pe_disp,杜衡,58.2,58.6,0.8,0.013651877133105802,近7天打标率<10%且进审量>100，纳入观察
领导人,10013160983,【送审】核心词表+新e2e+nlp-领导人-底线迁移,eva_67338_nihilism_general_review,宋诗慧,58.166666666666664,58.166666666666664,2.3333333333333335,0.04011461318051576,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031013240,识别_AIGC坦克人,LS_model_llm_pe_burger_tank_v2_review,杜衡,57.42857142857143,57.285714285714285,4.0,0.06982543640897755,近7天打标率<10%且进审量>100，纳入观察
违法违规,10019335020,违法违规-违禁商品和服务-违规通信与广电服务-风险发现策略召回-v1,risk_of_illegal_fanqiang_download_app_v1,叶健,57.0,56.5,4.0,0.07079646017699115,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10027837518,文字投稿-文本RAG-不当煽动群体事件与社会动员,tuwen_eva_improper_public_protest_review,张发奇,55.57142857142857,55.42857142857143,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10026672377,推人审_过激维权_条幅维权_300vv副本,weiquan_tiaofu_300vv,张发奇,55.42857142857143,55.285714285714285,2.5714285714285716,0.046511627906976744,近7天打标率<10%且进审量>100，纳入观察
国家安全,10032150605,【人审-敏感人物】直播切片+敏感人物人脸,national_security_sensitive_person_sliced_footage_from_live_stream,杜衡,57.285714285714285,54.42857142857143,0.8571428571428571,0.015748031496062992,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10011746841,不良行为或争议价值观_不推荐_易引发群体对立的议题_婆媳矛盾_v1,safety_value_yyfqtdldyt_pxdl_v1_auto_review,陈雅静,54.285714285714285,54.142857142857146,4.857142857142857,0.08970976253298153,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019373232,【ZL送人审】永定门跳河,ZL_shmgsj_rag,张发奇,54.142857142857146,53.285714285714285,1.4285714285714286,0.02680965147453083,近7天打标率<10%且进审量>100，纳入观察
领导人,10009566131,【送审】卡通毛评论召回,cartoon_leader_mao_B_recall,宋诗慧,53.142857142857146,53.142857142857146,1.7142857142857142,0.03225806451612903,近7天打标率<10%且进审量>100，纳入观察
国家安全,10007842628,【新】国家分裂主义-分裂主义元素展示-青天白日相关,eva_67338_nihilism_general_review,杜衡,52.714285714285715,52.857142857142854,2.2857142857142856,0.043243243243243246,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10023162637,不良行为或争议价值观_易引发群体对立的议题_不婚不育_口号_v1,toxic_culture_controversial_issue_marriage_pregnet_v8_auto_review,陈雅静,52.285714285714285,52.42857142857143,3.857142857142857,0.07356948228882834,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013414034,【送审】乌鲁木齐中路管控,wulumuqizhonglu_pic_review,杜衡,53.0,52.42857142857143,0.8571428571428571,0.01634877384196185,近7天打标率<10%且进审量>100，纳入观察
领导人,10011391115,【送审】毛邓周&十大元帅人脸模型举报召回,leader_mao_B_report_recall,宋诗慧,51.857142857142854,52.285714285714285,2.5714285714285716,0.04918032786885246,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,hit_ocr_ms_foreign,张发奇,51.0,51.42857142857143,4.285714285714286,0.08333333333333333,近7天打标率<10%且进审量>100，纳入观察
国家安全,10009637594,中视频-李志唱歌声纹-eva,lizhi_eva_long_audio_review,杜衡,51.142857142857146,51.42857142857143,1.0,0.019444444444444445,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013523722,ocr检测大字识别-大模型版本,dazi_vlm_review,杜衡,50.285714285714285,50.142857142857146,3.0,0.05982905982905983,近7天打标率<10%且进审量>100，纳入观察
领导人,10013518353,【送审】现任领导人-大字风险,dazi_attack_current_leaders_review,宋诗慧,49.42857142857143,48.714285714285715,0.8571428571428571,0.017595307917888565,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10014136091,【ZL送人审】N1姓名单字,zl_eva_n1_name_review,张发奇,47.857142857142854,46.57142857142857,3.2857142857142856,0.0705521472392638,近7天打标率<10%且进审量>100，纳入观察
领导人,10007720770,【送审】王毅eva声纹,wy_sid_eva_review,宋诗慧,46.285714285714285,46.42857142857143,2.2857142857142856,0.04923076923076923,近7天打标率<10%且进审量>100，纳入观察
国家安全,10019067644,【不推荐】宗教文化-举报来源-隐晦佛牌,de_report_native_religion_culture_fopai_auto_review,杜衡,46.42857142857143,46.285714285714285,3.7142857142857144,0.08024691358024691,近7天打标率<10%且进审量>100，纳入观察
领导人,10024789537,【送审】封建迷信关联毛,leader_mao_mixin_review,宋诗慧,46.142857142857146,45.714285714285715,3.142857142857143,0.06875,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10010496715,【ZL送人审】舆情高危消重图片,high_risk_dedup_social_current_affairs_sh,张发奇,44.857142857142854,44.857142857142854,3.5714285714285716,0.07961783439490445,近7天打标率<10%且进审量>100，纳入观察
领导人,10009721377,【进审】漫画领导人-周恩来-eva,cartoon_leader_znl_eva,宋诗慧,44.714285714285715,44.42857142857143,0.8571428571428571,0.01929260450160772,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10023711250,【图文】送人审_键政用户爱看&评论区氛围异常_文革影像_300vv,tuwen_keyboard_politics_users_related_300vv_review,李中涛,43.57142857142857,44.0,3.7142857142857144,0.08441558441558442,近7天打标率<10%且进审量>100，纳入观察
领导人,10005789688,【放出】毛邓周&十大元帅人脸低危内容,leader_mao_B_pass_review,宋诗慧,44.5,44.0,0.5,0.011363636363636364,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10022193004,送审_讽刺性的政治隐喻_高频举报用户_0vv,political_satire_highfrequency_user_review,张发奇,43.57142857142857,43.57142857142857,2.5714285714285716,0.05901639344262295,近7天打标率<10%且进审量>100，纳入观察
领导人,10022193004,送审_讽刺性的政治隐喻_高频举报用户_0vv,political_satire_highfrequency_user_review,宋诗慧,43.57142857142857,43.57142857142857,2.5714285714285716,0.05901639344262295,近7天打标率<10%且进审量>100，纳入观察
领导人,10032398961,govb送审-高风险userid,gov_b_leader,宋诗慧,43.57142857142857,43.42857142857143,1.7142857142857142,0.039473684210526314,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013031733,【人审】国家安全-常规词表-OCR,zhiling_blacklist_asr_11166,杜衡,43.0,43.42857142857143,1.8571428571428572,0.04276315789473684,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652795,【中视频】异见人士s3召回,opinion_person_s3_release_long_video,李中涛,43.285714285714285,43.285714285714285,0.14285714285714285,0.0033003300330033004,近7天打标率<10%且进审量>100，纳入观察
领导人,10009799243,【送审】落马官员规则s1s2,sacked_official_s1s2,宋诗慧,42.714285714285715,42.42857142857143,4.0,0.09427609427609428,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10012015596,【舆情送人审】视频&图集长宽比异常,resolution_ratio_anomaly_review,张发奇,42.142857142857146,42.285714285714285,2.142857142857143,0.05067567567567568,近7天打标率<10%且进审量>100，纳入观察
领导人,10010317129,【送审】毛邓周&十大元帅结合高阈值结合eva,n1_kill_words_from_ZL_review,宋诗慧,42.142857142857146,42.142857142857146,1.2857142857142858,0.030508474576271188,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10023035678,【ZL送人审】政治隐喻_gowest_组合,ZL_eva_216584_political_metaphor_gowest_review,张发奇,42.857142857142854,41.42857142857143,1.2857142857142858,0.03103448275862069,近7天打标率<10%且进审量>100，纳入观察
国家安全,10001819210,【国家安全】雪山狮子旗eva-进审藏语,eva_67337_party_gov_nation_element_general_review,杜衡,41.285714285714285,41.285714285714285,3.0,0.0726643598615917,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10009652796,【中视频】地方敏感官员s3召回,local_sensitive_officials_s3_release_long_video,李中涛,40.0,40.0,0.7142857142857143,0.017857142857142856,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030613598,识别_LS藏头诗,model_llm_ls_cangtoushi_risk_manual,杜衡,40.42857142857143,39.285714285714285,0.7142857142857143,0.01818181818181818,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031508376,识别_传播LS敏感内容_坦克碾压,model_llm_cblsmgnr_tankeren_all_disp,杜衡,38.42857142857143,38.42857142857143,2.7142857142857144,0.07063197026022305,近7天打标率<10%且进审量>100，纳入观察
国家安全,10006025506,中视频-声纹进审：郝海东,hit_sid_gandalf_long_video,杜衡,36.57142857142857,37.42857142857143,2.5714285714285716,0.06870229007633588,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10020303531,【ZL送人审】影射/负面情绪-N1相关-小鲤鱼-平平,ZL_yingshen1_pingping_juao_0vv,张发奇,37.42857142857143,37.42857142857143,1.7142857142857142,0.04580152671755725,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030827214,【人审】LS民主女神router+专家特征,LS_minzhunvshen_26_review,杜衡,37.42857142857143,37.0,0.5714285714285714,0.015444015444015444,近7天打标率<10%且进审量>100，纳入观察
色情性化,10030221280,色情低俗-色情导流-抽帧相似查重-人审,sqds_sqdl_czxxcc_review,刘小楷,36.0,36.5,2.0,0.0547945205479452,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011642540,【人审】LS坦克人+专家特征,eva_84713_mechanism_insult_general_redivist_fusion_review,杜衡,35.857142857142854,35.857142857142854,2.5714285714285716,0.07171314741035857,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10013847260,不良_宣扬黑社会文化_黑社会人物_v1,toxic_culture_beatiful_criminal_auto_review,陈雅静,35.42857142857143,35.42857142857143,3.0,0.0846774193548387,近7天打标率<10%且进审量>100，纳入观察
国家安全,10010298673,【送审】国家安全高危消重,juvenile_pojiefangchenmi,杜衡,35.333333333333336,35.333333333333336,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,n1_ocr_review,杜衡,35.142857142857146,34.857142857142854,2.2857142857142856,0.06557377049180328,近7天打标率<10%且进审量>100，纳入观察
国家安全,10010298673,【送审】国家安全高危消重,high_risk_dedup_social_current_affairs_sh,杜衡,34.42857142857143,34.42857142857143,1.4285714285714286,0.04149377593360996,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10023388937,图文自见_历史虚无_四人帮模型_送人审,tuwen_eva_113553_gang_of_four_related_review,李中涛,34.714285714285715,34.42857142857143,3.0,0.08713692946058091,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10032304352,友见_不当煽动群体事件与社会动员_重庆_人审,eva_public_protest_urgent_event_review,张发奇,33.714285714285715,33.714285714285715,1.0,0.029661016949152543,近7天打标率<10%且进审量>100，纳入观察
领导人,10029627135,【送人审】N1举报信号,N1_report_sz_review,宋诗慧,32.857142857142854,33.285714285714285,0.8571428571428571,0.02575107296137339,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10018104170,【ZL送人审】转评论投稿原评论审核友见/自见-视频推荐状态高粉送审,ZL_comment_trans_video_12_gaofen_renshen,张发奇,33.42857142857143,33.285714285714285,1.1428571428571428,0.034334763948497854,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,15811787,【ZL送人审】地理围栏-突发事件结合社会事件进审指令队列,eva_party_state_element_informal_ugc_self_see_review,张发奇,32.142857142857146,32.142857142857146,0.2857142857142857,0.008888888888888889,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10019542617,图文-同质化,tongzhihua_shezheng_review,张发奇,31.857142857142858,31.714285714285715,2.2857142857142856,0.07207207207207207,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10019542617,图文-同质化,tongzhihua_shezheng_review,李中涛,31.857142857142858,31.714285714285715,2.2857142857142856,0.07207207207207207,近7天打标率<10%且进审量>100，纳入观察
国家安全,10004567129,【国家分裂主义】分裂主义元素展示-台湾wtc旗,taiwan_wtc_sh,杜衡,32.0,31.571428571428573,0.8571428571428571,0.027149321266968326,近7天打标率<10%且进审量>100，纳入观察
国家安全,10032811670,【人审-敏感人物】历史违规+敏感人物人脸,ZL_user_list_zl_redivist_review,杜衡,31.857142857142858,31.428571428571427,2.0,0.06363636363636363,近7天打标率<10%且进审量>100，纳入观察
国家安全,10032811670,【人审-敏感人物】历史违规+敏感人物人脸,zhiling_blacklist_10798,杜衡,31.142857142857142,31.0,2.2857142857142856,0.07373271889400922,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030813525,【人审】LS国殇之柱+专家特征,zhiling_blacklist_10798,杜衡,30.714285714285715,30.571428571428573,2.7142857142857144,0.08878504672897196,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024212198,临时小流量验准【送人审ZL不推荐】指令停推_词表10794,zhiling_blacklist_10794_unrecommend,张发奇,30.0,30.285714285714285,1.8571428571428572,0.06132075471698113,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024671775,【ZL送人审】指令进审_词表10798,n1_high_risk_dudep_with_crop_unsafeuser,张发奇,30.0,30.166666666666668,2.0,0.06629834254143646,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190110,govb送审-命中偏激/党国词表,core_protection_gov_user,宋诗慧,30.285714285714285,30.142857142857142,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
领导人,10018861101,【送人审】N1关联柚子不当营销,xi_youzi_review,宋诗慧,29.714285714285715,29.571428571428573,0.42857142857142855,0.014492753623188406,近7天打标率<10%且进审量>100，纳入观察
领导人,10029715793,送审_讽刺性的政治隐喻_高频举报用户_300vv,political_satire_highfrequency_user_review,宋诗慧,27.857142857142858,28.0,1.4285714285714286,0.05102040816326531,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10029715793,送审_讽刺性的政治隐喻_高频举报用户_300vv,political_satire_highfrequency_user_review,张发奇,27.857142857142858,28.0,1.4285714285714286,0.05102040816326531,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,sarcasm_politics_worldlist2_review,杜衡,27.857142857142858,27.857142857142858,2.7142857142857144,0.09743589743589744,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811200,【人审】国家安全-常规词表-标题,sarcasm_politics_worldlist2_review,杜衡,27.428571428571427,27.285714285714285,2.0,0.07329842931937172,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10012954408,核心词表+新e2e+nlp-指令,n1_kill_words_from_ZL_review,张发奇,26.714285714285715,26.714285714285715,2.142857142857143,0.08021390374331551,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011642540,【人审】LS坦克人+专家特征,zhiling_blacklist_10798,杜衡,26.571428571428573,26.571428571428573,1.2857142857142858,0.04838709677419355,近7天打标率<10%且进审量>100，纳入观察
不良行为或争议价值观,10023486882,不良行为或争议价值观_不推荐_宣扬非主流性取向_交友_v2,toxic_culture_lgbt_make_friend_auto_review,陈雅静,26.285714285714285,26.285714285714285,2.0,0.07608695652173914,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10023201536,【送人审】未成年违法-小天才-eva,underage_xtc,张宇轩,25.714285714285715,25.857142857142858,0.2857142857142857,0.011049723756906077,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10025912222,送人审_省级及以上_农药司长_送审,eva_115714_gov_affairs_above_pesticide_review,李中涛,25.857142857142858,25.571428571428573,0.2857142857142857,0.0111731843575419,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10015201146,不推荐_影响友华国家形象_金正恩_0VV,eva_antidirt_KimJongUn_stop_pushing_0vv,张发奇,25.142857142857142,25.142857142857142,1.2857142857142858,0.05113636363636364,近7天打标率<10%且进审量>100，纳入观察
国家安全,10015025019,【人审】白纸革命管控,white_paper_review,杜衡,25.428571428571427,25.142857142857142,0.42857142857142855,0.017045454545454544,近7天打标率<10%且进审量>100，纳入观察
领导人,10007720769,【送审】七常eva声纹,7c_sid_eva_review,宋诗慧,24.857142857142858,25.142857142857142,1.0,0.03977272727272727,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10023242576,图文_自见_历史虚无_王洪文&林彪_自动处置,tuwen_whw_lb_gang_of_four_review,李中涛,25.285714285714285,24.857142857142858,2.4285714285714284,0.09770114942528736,近7天打标率<10%且进审量>100，纳入观察
短期策略迁移,10004251878,复审管控敏感人物人脸模型送审,review_sensitive_faces,陈思乔,25.0,24.714285714285715,0.42857142857142855,0.017341040462427744,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024140820,【ZL送人审】两委换届_两委换届_multi&Regexp_迭代,eva_70985_gov_under_province_general_long_term_cluster_review,张发奇,24.285714285714285,24.142857142857142,2.142857142857143,0.08875739644970414,近7天打标率<10%且进审量>100，纳入观察
国家安全,10001819210,【国家安全】雪山狮子旗eva-进审藏语,zhiling_blacklist_10798,杜衡,24.0,24.0,2.142857142857143,0.08928571428571429,近7天打标率<10%且进审量>100，纳入观察
侵犯未成年权益,10008729352,【送人审】低龄作品沙雕-eva高阈值送审,eva_dlzpblhf_sdmh_audit,张宇轩,23.714285714285715,23.857142857142858,2.2857142857142856,0.09580838323353294,近7天打标率<10%且进审量>100，纳入观察
国家安全,10031508376,识别_传播LS敏感内容_坦克碾压,model_llm_pe_LS_aigc_tankman_review,杜衡,22.857142857142858,23.0,1.1428571428571428,0.049689440993788817,近7天打标率<10%且进审量>100，纳入观察
领导人,10025171201,送人审_领导人_综合_多次多天举报成立用户-副本12,expert_redivist_leader_general_repeat_reported_user_review,宋诗慧,23.0,22.857142857142858,1.4285714285714286,0.0625,近7天打标率<10%且进审量>100，纳入观察
国家安全,10013031733,【人审】国家安全-常规词表-OCR,hit_antidirt_1768,杜衡,22.714285714285715,22.714285714285715,1.8571428571428572,0.08176100628930817,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10023205404,图文_自见_历史虚无_四人帮_送人审,tuwen_hastag_gang_of_four_related_review,李中涛,22.428571428571427,22.428571428571427,1.5714285714285714,0.07006369426751592,近7天打标率<10%且进审量>100，纳入观察
领导人,10020176676,送人审_宣扬落马领导人_薄熙来_地标&Regxp,eva_expert_sacked_leader_boxilai_location_name_memorial_regxp_review,宋诗慧,21.285714285714285,21.142857142857142,0.42857142857142855,0.02027027027027027,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10025167950,【ZL送人审】政绩观八大规定-不推,ZL_zhengjiguan_butui_multi_selfsee_review,张发奇,21.285714285714285,20.714285714285715,1.2857142857142858,0.06206896551724138,近7天打标率<10%且进审量>100，纳入观察
领导人,10032190109,gov_B出现国内国外领导人脸,gov_b_sensitive_words,宋诗慧,20.571428571428573,20.571428571428573,0.0,0.0,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10017400371,友见_体制机制_重大会议_不规范_酒桌x中全会,eva_81269_mechanism_conference_informal_dining_xzhongquanhui_friend_see_review,李中涛,20.857142857142858,20.571428571428573,0.14285714285714285,0.006944444444444444,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10012894103,推人审_过激维权_举牌维权_300vv,weiquan_jupai_300vv,张发奇,19.857142857142858,20.142857142857142,0.42857142857142855,0.02127659574468085,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011642540,【人审】LS坦克人+专家特征,cut_push_dignitaries_interaction_0vv,杜衡,19.857142857142858,20.0,0.7142857142857143,0.03571428571428571,近7天打标率<10%且进审量>100，纳入观察
短期策略迁移,10024813633,【送人审】针对特殊作品抖音违禁库消重+敏感词召回,special_Illegal_arts_keywords_manual,陈思乔,19.857142857142858,19.857142857142858,1.7142857142857142,0.08633093525179857,近7天打标率<10%且进审量>100，纳入观察
领导人,10025109710,【ZL送人审】N1雕塑负面,ZL_eva_n1_statue_neg_review,宋诗慧,20.428571428571427,19.857142857142858,1.1428571428571428,0.05755395683453238,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10022271678,【ZL送人审】指令准入_ocr词表_AIGC,party_state_military_gov_8871_ocr_antidirt,张发奇,19.571428571428573,19.285714285714285,0.7142857142857143,0.037037037037037035,近7天打标率<10%且进审量>100，纳入观察
领导人,10033229846,识别_444决议关联N1,llm_seqing_sqdl_fm_review,宋诗慧,19.142857142857142,19.142857142857142,0.42857142857142855,0.022388059701492536,近7天打标率<10%且进审量>100，纳入观察
领导人,10009576435,【送审】盘点落马官员,eva_0845_govhr_review,宋诗慧,19.142857142857142,19.142857142857142,1.8571428571428572,0.09701492537313433,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10024827542,【ZL送人审】指令通用_指令累犯用户,leader_wangyi_face,张发奇,18.714285714285715,18.571428571428573,1.2857142857142858,0.06923076923076923,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10023040026,【ZL送人审】政治隐喻_gowest_限制海外投稿,ZL_eva_216584_political_metaphor_gowest_review,张发奇,18.571428571428573,18.428571428571427,0.2857142857142857,0.015503875968992248,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811202,【人审】国家安全-常规词表-ASR,zhiling_blacklist_asr_11166,杜衡,18.142857142857142,18.142857142857142,0.2857142857142857,0.015748031496062992,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811199,【人审-LS风险】标题_LS常规词表_8887,leader_title_antidirt,杜衡,18.285714285714285,18.142857142857142,1.2857142857142858,0.07086614173228346,近7天打标率<10%且进审量>100，纳入观察
国家安全,10011642540,【人审】LS坦克人+专家特征,leader_ocr_antidirt,杜衡,17.428571428571427,17.428571428571427,0.14285714285714285,0.00819672131147541,近7天打标率<10%且进审量>100，纳入观察
领导人,10032398961,govb送审-高风险userid,gov_b_sensitive_words,宋诗慧,17.428571428571427,17.285714285714285,0.2857142857142857,0.01652892561983471,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012076729,视频-李志说话声纹-eva,lizhi_eva_audio_review,杜衡,17.285714285714285,17.285714285714285,0.42857142857142855,0.024793388429752067,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10013819866,送人审_党政_损害军人形象_综合lv2,swjl_eva_88680_selfsee,李中涛,17.333333333333332,17.166666666666668,1.3333333333333333,0.07766990291262135,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10016282945,【ZL送人审】指令停推_词表10794-高粉,sarcasm_politics_worldlist2_review,张发奇,17.0,17.0,1.5714285714285714,0.09243697478991597,近7天打标率<10%且进审量>100，纳入观察
指令舆情相关,10020272133,【ZL送人审】影射/负面情绪-N1相关-小鲤鱼-平平-300vv,ZL_yingshen1_pingping_juao_0vv,张发奇,16.714285714285715,16.714285714285715,1.2857142857142858,0.07692307692307693,近7天打标率<10%且进审量>100，纳入观察
国家安全,10016288962,全审_高粉高热_0vv进审,social_foreign_viking_social_foreign_general_review,杜衡,16.571428571428573,16.571428571428573,0.7142857142857143,0.04310344827586207,近7天打标率<10%且进审量>100，纳入观察
领导人,10005958670,【送审】领导人高危消重,eva_0845_govhr_review,宋诗慧,16.285714285714285,16.285714285714285,0.5714285714285714,0.03508771929824561,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10025165114,图文_不推荐_体制机制元素_不规范_想入党_送审,tuwen_eva_82839_mechanism_element_informal_join_the_party_review,李中涛,16.428571428571427,16.285714285714285,1.1428571428571428,0.07017543859649122,近7天打标率<10%且进审量>100，纳入观察
领导人,10012314255,【送审】领导人OCR敏感词-nlp,local_officials_ocr_antidirt,宋诗慧,16.0,16.142857142857142,0.5714285714285714,0.035398230088495575,近7天打标率<10%且进审量>100，纳入观察
领导人,10024956881,【ZL送人审】狂欢节雕塑画面模型,safety_public_eva_keywords_lgbt_rainbow_v2_review,宋诗慧,16.0,16.0,0.5714285714285714,0.03571428571428571,近7天打标率<10%且进审量>100，纳入观察
国家安全,10019164466,【人审-藏语队列】AIGC雪山狮子形象-藏语,snow_lion_aigc_review,杜衡,17.285714285714285,16.0,0.14285714285714285,0.008928571428571428,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10013819863,送人审_党政_党国重要元素_综合lv2,sarcasm_politics_worldlist2_review,李中涛,15.571428571428571,15.571428571428571,1.1428571428571428,0.07339449541284404,近7天打标率<10%且进审量>100，纳入观察
国家安全,10030341851,【LS】举报策略补充,N1_report_sz_review,杜衡,15.285714285714286,15.428571428571429,0.14285714285714285,0.009259259259259259,近7天打标率<10%且进审量>100，纳入观察
领导人,10012548793,【送审】七常漫画模型评论/举报召回,7c_cartoon_eva_recall,宋诗慧,15.0,15.0,0.5714285714285714,0.0380952380952381,近7天打标率<10%且进审量>100，纳入观察
色情性化,10029448049,识别_色情导流_封面_网址_0vv和有vv,sqds_sqdl_key_word_high_acc_review,刘小楷,15.0,15.0,1.0,0.06666666666666667,近7天打标率<10%且进审量>100，纳入观察
党和国家形象负面,10012612015,【送审】党政综合ocr&nlp词表,n1risk_ocr_leader_table,李中涛,14.857142857142858,14.857142857142858,1.4285714285714286,0.09615384615384616,近7天打标率<10%且进审量>100，纳入观察
国家安全,10012811198,【人审-LS风险】BASE_OCR_LS常规词表_8883,safety_dang_keywords_ocr_a_title_review,杜衡,14.571428571428571,14.571428571428571,0.14285714285714285,0.00980392156862745,近7天打标率<10%且进审量>100，纳入观察
领导人,10021954213,自见_讽刺当权者_委内瑞拉_自动处置,eva_vague_authority_criticism_hot_topic_review,宋诗慧,14.428571428571429,14.428571428571429,0.2857142857142857,0.019801980198019802,近7天打标率<10%且进审量>100，纳入观察
偏激社会情绪和涉外言论,10021954213,自见_讽刺当权者_委内瑞拉_自动处置,eva_vague_authority_criticism_hot_topic_review,张发奇,14.428571428571429,14.428571428571429,0.2857142857142857,0.019801980198019802,近7天打标率<10%且进审量>100，纳入观察
国家安全,10004570366,【国家分裂主义】分裂主义元素展示-台湾双十logo-增强版,shuangshi_taiwan_logo_strong_sh,杜衡,14.571428571428571,13.857142857142858,0.5714285714285714,0.041237113402061855,近7天打标率<10%且进审量>100，纳入观察
